CO2Air,TAir,TTop,TCan
980.7819993,19.60000001,20.60000001,20.60000001
966.3851995,19.7,20.7,20.7
951.9884029,19.7,20.7,20.7
980.7819971,19.7,20.7,20.7
978.9824001,19.7,20.7,20.7
971.784,19.5,20.5,20.5
978.9824016,19.59999999,20.59999999,20.59999999
1002.377197,19.50000001,20.50000001,20.50000001
991.5796007,19.40000001,20.40000001,20.40000001
998.7779998,19.5,20.5,20.5
1009.5756,19.1,20.1,20.1
1005.976401,19.00000003,20.00000003,20.00000003
1016.773999,19.29999997,20.29999997,20.29999997
1009.5756,19.2,20.2,20.2
995.1788,19.1,20.1,20.1
1007.776,19.00000001,20.00000001,20.00000001
1002.377201,19.09999999,20.09999999,20.09999999
1007.776,19.00000001,20.00000001,20.00000001
1013.1748,19,20,20
1004.1768,18.9,19.9,19.9
1014.974402,18.89999999,19.89999999,19.89999999
1036.569598,18.80000001,19.80000001,19.80000001
1052.765999,18.7,19.7,19.7
1047.3672,19.1,20.1,20.1
1061.764001,19.1,20.1,20.1
1081.559597,19.1,20.1,20.1
1099.555599,19.1,20.1,20.1
1110.3532,19.2,20.2,20.2
1112.1528,19.1,20.1,20.1
1124.749999,19.19999998,20.19999998,20.19999998
1115.752001,19.00000002,20.00000002,20.00000002
1139.146799,19,20,20
1130.1488,19,20,20
1137.3472,19.09999999,20.09999999,20.09999999
1130.148801,19.00000001,20.00000001,20.00000001
1144.545599,19,20,20
1137.3472,19.19999999,20.19999999,20.19999999
1139.1468,19.1,20.1,20.1
1130.148802,19.2,20.2,20.2
1149.944398,19.2,20.2,20.2
1130.148801,19.2,20.2,20.2
1106.754,19,20,20
1115.752,19,20,20
1119.3512,19,20,20
1130.148799,19,20,20
1140.9464,19,20,20
1110.3532,19,20,20
1110.3532,18.90000002,19.90000002,19.90000002
1108.5536,19.09999998,20.09999998,20.09999998
1126.549599,18.90000001,19.90000001,19.90000001
1117.5516,18.9,19.9,19.9
1092.357201,18.9,19.9,19.9
1104.954398,18.9,19.9,19.9
1119.351199,18.99999999,19.99999999,19.99999999
1139.146799,18.9,19.9,19.9
1110.3532,19,20,20
1117.551602,19,20,20
1139.146798,19,20,20
1115.752001,18.9,19.9,19.9
1133.748,18.9,19.9,19.9
1133.748,18.80000001,19.80000001,19.80000001
1139.146799,18.89999999,19.89999999,19.89999999
1130.148801,18.99999999,19.99999999,19.99999999
1142.746,18.9,19.9,19.9
1128.349199,18.80000002,19.80000002,19.80000002
1088.758001,19.50000007,20.50000007,20.50000007
1095.956399,20.19999993,21.19999993,21.19999993
1104.9544,20.3,21.3,21.3
1047.3672,20.8,21.8,21.8
1056.365198,20.70000001,21.70000001,21.70000001
1023.972404,20.89999997,21.89999997,21.89999997
1023.9724,20.99999999,21.99999999,21.99999999
1014.9744,21.19999999,22.19999999,22.19999999
1016.773999,21.30000001,22.30000001,22.30000001
1000.5776,21.5,22.5,22.5
1002.3772,21.5,22.5,22.5
1011.3752,21.4,22.4,22.4
1022.1728,21.5,22.5,22.5
978.9824012,21.5,22.5,22.5
996.9783976,21.5,22.5,22.5
975.3832014,21.59999999,22.59999999,22.59999999
986.1807996,21.40000001,22.40000001,22.40000001
969.9844007,21.5,22.5,22.5
991.5795969,21.40000001,22.40000001,22.40000001
960.9864031,21.49999999,22.49999999,22.49999999
968.1847998,21.6,22.6,22.6
975.3832,21.4,22.4,22.4
946.5896017,21.50000001,22.50000001,22.50000001
971.7839966,21.59999999,22.59999999,22.59999999
955.5876011,21.6,22.6,22.6
932.1928008,21.6,22.6,22.6
906.9984043,21.5,22.5,22.5
1034.770021,21.60000001,22.60000001,22.60000001
1243.523579,21.69999999,22.69999999,22.69999999
1452.277193,21.89999999,22.89999999,22.89999999
1351.4996,22,23,23
1297.511597,22.30000001,23.30000001,23.30000001
1248.922407,22.49999997,23.49999997,23.49999997
1284.914398,21.70000005,22.70000005,22.70000005
1335.303198,21.30000001,22.30000001,22.30000001
1536.858404,21.1,22.1,22.1
1643.034799,21,22,22
1632.237201,21,22,22
1536.858403,21.1,22.1,22.1
1488.2692,21.1,22.1,22.1
1508.064798,21.19999999,22.19999999,22.19999999
1482.870403,21.10000001,22.10000001,22.10000001
1484.67,21.1,22.1,22.1
1565.651997,21.2,22.2,22.2
1581.848397,21.50000001,22.50000001,22.50000001
1490.068798,21.8,22.8,22.8
1472.072802,21.8,22.8,22.8
1468.4736,22.09999999,23.09999999,23.09999999
1603.4436,22.4,23.4,23.4
899.8,22.3,23.3,23.3
899.8,22.3,23.3,23.3
899.8,22.3,23.3,23.3
899.8,22.3,23.3,23.3
899.8,22.3,23.3,23.3
899.8,22.3,23.3,23.3
899.8,22.3,23.3,23.3
899.8,22.3,23.3,23.3
899.8,22.3,23.3,23.3
1326.305197,23.99999997,24.99999997,24.99999997
1274.116807,23.60000005,24.60000005,24.60000005
1245.323202,23.40000001,24.40000001,24.40000001
1268.717999,23.4,24.4,24.4
1254.3212,23.1,24.1,24.1
1245.323196,22.99999993,23.99999993,23.99999993
1203.932404,22.30000007,23.30000007,23.30000007
1382.092794,21.90000001,22.90000001,22.90000001
1403.688,21.5,22.5,22.5
1506.265202,21.30000001,22.30000001,22.30000001
1529.659997,21.39999999,22.39999999,22.39999999
1515.263201,21.4,22.4,22.4
1527.8604,21.4,22.4,22.4
1486.469599,21.50000002,22.50000002,22.50000002
1461.275198,22.10000004,23.10000004,23.10000004
1443.279202,22.49999996,23.49999996,23.49999996
1387.491602,22.79999999,23.79999999,23.79999999
1630.4376,22.7,23.7,23.7
1351.4996,22.80000004,23.80000004,23.80000004
1351.4996,23.39999992,24.39999992,24.39999992
1268.718006,23.89999997,24.89999997,24.89999997
1324.505598,23.8,24.8,24.8
1335.3032,24.20000002,25.20000002,25.20000002
1322.705986,24.80000002,25.80000002,25.80000002
1180.537614,24.99999998,25.99999998,25.99999998
1108.553602,25.1,26.1,26.1
1058.1648,25.8,26.8,26.8
966.3851996,25.89999996,26.89999996,26.89999996
960.9864007,25.30000008,26.30000008,26.30000008
937.5916016,26.29999993,27.29999993,27.29999993
876.4052021,26.10000001,27.10000001,27.10000001
896.2007992,25.49999999,26.49999999,26.49999999
872.8059982,25.30000001,26.30000001,26.30000001
854.8100018,25.39999999,26.39999999,26.39999999
826.016401,25.3,26.3,26.3
867.4072,24.8,25.8,25.8
835.0143982,25.10000003,26.10000003,26.10000003
808.0204036,25.59999993,26.59999993,26.59999993
845.8119975,23.90000011,24.90000011,24.90000011
844.0124001,25.29999995,26.29999995,26.29999995
865.6075996,24.70000002,25.70000002,25.70000002
854.8100014,25.39999992,26.39999992,26.39999992
869.2067986,24.60000008,25.60000008,25.60000008
869.2068,25.09999998,26.09999998,26.09999998
842.2128,25.9,26.9,26.9
853.0104002,25.59999999,26.59999999,26.59999999
856.6095995,25.40000003,26.40000003,26.40000003
811.619603,25.10000002,26.10000002,26.10000002
800.8220004,24.80000001,25.80000001,25.80000001
822.4171998,25.09999997,26.09999997,26.09999997
815.2187987,24.09999992,25.09999992,25.09999992
802.6216013,23.30000008,24.30000008,24.30000008
856.6095982,23.49999999,24.49999999,24.49999999
822.4172,23.7,24.7,24.7
817.0184016,24.79999999,25.79999999,25.79999999
840.4131969,24.70000001,25.70000001,25.70000001
851.2107993,24.7,25.7,25.7
844.0124002,24.10000002,25.10000002,25.10000002
863.8079998,23.8,24.8,24.8
856.6096002,23.79999989,24.79999989,24.79999989
858.4091998,22.70000011,23.70000011,23.70000011
901.5995986,24.59999994,25.59999994,25.59999994
919.5956,23.2,24.2,24.2
935.7920004,23.99999999,24.99999999,24.99999999
941.1907993,23.80000003,24.80000003,24.80000003
950.1887994,24.39999996,25.39999996,25.39999996
903.3992016,23.80000002,24.80000002,24.80000002
876.4052027,22.30000003,23.30000003,23.30000003
955.5876002,23.19999999,24.19999999,24.19999999
957.3871998,23.10000001,24.10000001,24.10000001
1059.964397,23.59999998,24.59999998,24.59999998
1095.9564,24.1,25.1,25.1
1036.569591,25.50000004,26.50000004,26.50000004
905.1988176,26.09999992,27.09999992,27.09999992
880.0044017,26.29999999,27.29999999,27.29999999
865.6076005,26.79999998,27.79999998,27.79999998
811.6196,26.79999999,27.79999999,27.79999999
811.6195996,26.50000005,27.50000005,27.50000005
808.0204004,26.99999995,27.99999995,27.99999995
809.8199999,26.80000001,27.80000001,27.80000001
808.0204,25.9,26.9,26.9
869.2068016,24.79999994,25.79999994,25.79999994
892.6015969,23.90000012,24.90000012,24.90000012
914.1967986,24.39999997,25.39999997,25.39999997
912.3972001,25.29999997,26.29999997,26.29999997
914.1967987,25.59999996,26.59999996,26.59999996
876.4051973,24.39999999,25.39999999,25.39999999
849.4112027,24.30000001,25.30000001,25.30000001
800.8220016,24.3,25.3,25.3
844.0124,24.3,25.3,25.3
847.6116008,24.09999999,25.09999999,25.09999999
860.2087983,24.00000001,25.00000001,25.00000001
871.0063993,23.90000001,24.90000001,24.90000001
919.5955984,23.50000001,24.50000001,24.50000001
932.1928007,24.00000001,25.00000001,25.00000001
951.9884034,24.19999997,25.19999997,25.19999997
986.1807966,23.90000003,24.90000003,24.90000003
962.7860008,23.60000001,24.60000001,24.60000001
941.1908,23.8,24.8,24.8
984.3812012,23.20000004,24.20000004,24.20000004
1002.377198,23.79999992,24.79999992,24.79999992
1027.571598,23.60000001,24.60000001,24.60000001
1009.575601,23.6,24.6,24.6
1023.972401,23.5,24.5,24.5
1065.363204,23.39999998,24.39999998,24.39999998
1101.355196,23.20000002,24.20000002,24.20000002
1106.754,23.00000001,24.00000001,24.00000001
1117.5516,23.1,24.1,24.1
1238.124801,23.1,24.1,24.1
1247.122799,23.1,24.1,24.1
1396.48959,22.90000001,23.90000001,23.90000001
1423.483599,23,24,24
1482.870399,22.8,23.8,23.8
1441.479604,22.89999997,23.89999997,23.89999997
1482.870396,22.60000003,23.60000003,23.60000003
1441.479601,22.5,23.5,23.5
1427.0828,22.4,23.4,23.4
1373.094802,22.29999999,23.29999999,23.29999999
1398.289197,22.10000003,23.10000003,23.10000003
1347.900403,21.90000001,22.90000001,22.90000001
1362.2972,21.70000001,22.70000001,22.70000001
1351.499599,21.59999999,22.59999999,22.59999999
1324.505601,21.29999997,22.29999997,22.29999997
1333.503599,21.00000003,22.00000003,22.00000003
1322.706,20.80000001,21.80000001,21.80000001
1333.5036,21,22,22
1310.108796,20.89999999,21.89999999,21.89999999
1243.523609,20.70000003,21.70000003,21.70000003
1193.134803,20.50000001,21.50000001,21.50000001
1178.738,20.4,21.4,21.4
1180.5376,20.29999999,21.29999999,21.29999999
1175.1388,20.09999999,21.09999999,21.09999999
1176.9384,20.00000001,21.00000001,21.00000001
1169.74,19.9,20.9,20.9
1166.1408,19.8,20.8,20.8
1184.1368,19.7,20.7,20.7
1178.738001,19.7,20.7,20.7
1167.940401,19.40000002,20.40000002,20.40000002
1193.134799,19.3,20.3,20.3
1166.1408,19.3,20.3,20.3
1166.140801,19.3,20.3,20.3
1178.737999,19.3,20.3,20.3
1166.1408,19.3,20.3,20.3
1164.3412,19.2,20.2,20.2
1191.3352,19.10000001,20.10000001,20.10000001
1184.136801,19.29999997,20.29999997,20.29999997
1160.742002,19.3,20.3,20.3
1162.5416,19.3,20.3,20.3
1155.343201,19.3,20.3,20.3
1176.938396,19.19999999,20.19999999,20.19999999
1135.547604,19.10000001,20.10000001,20.10000001
1169.739999,19,20,20
1149.9444,19.1,20.1,20.1
1157.142799,19.00000002,20.00000002,20.00000002
1137.347203,19.29999996,20.29999996,20.29999996
1160.741998,19.00000002,20.00000002,20.00000002
1164.3412,19.39999999,20.39999999,20.39999999
1155.3432,20.00000002,21.00000002,21.00000002
1160.741999,20.50000002,21.50000002,21.50000002
1148.144801,20.69999998,21.69999998,21.69999998
1153.5436,20.7,21.7,21.7
1164.3412,20.6,21.6,21.6
1146.3452,20.7,21.7,21.7
1149.9444,20.7,21.7,21.7
1157.1428,20.50000001,21.50000001,21.50000001
1146.3452,20.5,21.5,21.5
1155.3432,20.4,21.4,21.4
1146.345199,20.49999997,21.49999997,21.49999997
1139.146801,20.20000003,21.20000003,21.20000003
1162.541599,20.1,21.1,21.1
1155.3432,20.1,21.1,21.1
1164.3412,20,21,21
1166.1408,20,21,21
1173.3392,19.90000001,20.90000001,20.90000001
1171.5396,19.60000001,20.60000001,20.60000001
1157.1428,19.7,20.7,20.7
1153.543604,19.79999998,20.79999998,20.79999998
1189.535596,19.60000002,20.60000002,20.60000002
1171.539601,19.79999999,20.79999999,20.79999999
1189.5356,19.5,20.5,20.5
1193.134799,19.8,20.8,20.8
1184.136801,19.8,20.8,20.8
1200.333199,19.70000001,20.70000001,20.70000001
1176.938401,19.6,20.6,20.6
1200.3332,19.5,20.5,20.5
1191.335202,19.49999999,20.49999999,20.49999999
1209.331198,19.40000001,20.40000001,20.40000001
1189.535601,19.4,20.4,20.4
1205.732,19.6,20.6,20.6
1207.531601,19.5,20.5,20.5
1218.329199,19.5,20.5,20.5
1205.732001,19.59999999,20.59999999,20.59999999
1194.9344,19.5,20.5,20.5
1220.128799,19.5,20.5,20.5
1198.533601,19.49999999,20.49999999,20.49999999
1211.130799,19.40000001,20.40000001,20.40000001
1220.1288,19.5,20.5,20.5
1194.9344,19.5,20.5,20.5
1225.527599,19.40000001,20.40000001,20.40000001
1203.932403,19.49999999,20.49999999,20.49999999
1207.5316,19.20000002,20.20000002,20.20000002
1180.537601,19.39999999,20.39999999,20.39999999
1229.1268,19.4,20.4,20.4
1229.1268,19.49999998,20.49999998,20.49999998
1230.9264,19.30000002,20.30000002,20.30000002
1218.3292,19.10000001,20.10000001,20.10000001
1214.73,19.5,20.5,20.5
1211.130801,19.30000001,20.30000001,20.30000001
1223.727998,19.39999999,20.39999999,20.39999999
1223.728,19.4,20.4,20.4
1230.9264,19.4,20.4,20.4
1232.726,19.3,20.3,20.3
1227.3272,19.30000001,20.30000001,20.30000001
1227.3272,19.39999999,20.39999999,20.39999999
1205.732001,19.59999999,20.59999999,20.59999999
1230.9264,19.4,20.4,20.4
1238.124801,19.40000001,20.40000001,20.40000001
1247.122799,19.49999999,20.49999999,20.49999999
1250.722,19.40000001,20.40000001,20.40000001
1248.9224,19.3,20.3,20.3
1245.3232,19.3,20.3,20.3
1245.323199,19.39999999,20.39999999,20.39999999
1239.924401,19.30000001,20.30000001,20.30000001
1254.3212,19.3,20.3,20.3
1254.3212,19.2,20.2,20.2
1259.720001,19.49999999,20.49999999,20.49999999
1268.717999,19.40000001,20.40000001,20.40000001
1238.124802,19.30000001,20.30000001,20.30000001
1263.319199,19.10000001,20.10000001,20.10000001
1245.323199,19.30000004,20.30000004,20.30000004
1220.128799,20.40000006,21.40000006,21.40000006
1209.331201,20.99999994,21.99999994,21.99999994
1180.537601,21.29999999,22.29999999,22.29999999
1155.3432,21.9,22.9,22.9
1124.749997,21.6,22.6,22.6
1079.760006,21.6,22.6,22.6
1081.5596,21.6,22.6,22.6
1056.365201,21.6,22.6,22.6
1029.371199,21.4,22.4,22.4
1013.174802,21.49999998,22.49999998,22.49999998
1031.170798,21.30000002,22.30000002,22.30000002
1009.575601,21.49999999,22.49999999,22.49999999
986.1808,21.4,22.4,22.4
966.3852004,21.59999998,22.59999998,22.59999998
971.7839993,21.30000004,22.30000004,22.30000004
951.9884013,21.49999999,22.49999999,22.49999999
960.9863997,21.5,22.5,22.5
955.5875992,21.5,22.5,22.5
930.3932,21.6,22.6,22.6
930.3932,21.6,22.6,22.6
935.7919998,21.5,22.5,22.5
930.3932,21.5,22.5,22.5
906.9984004,21.5,22.5,22.5
912.3971993,21.5,22.5,22.5
883.6036019,21.30000001,22.30000001,22.30000001
910.5975991,21.10000001,22.10000001,22.10000001
876.4052016,21.49999999,22.49999999,22.49999999
923.1948235,21.20000003,22.20000003,22.20000003
1157.142776,21.49999997,22.49999997,22.49999997
1302.910395,21.5,22.5,22.5
1257.9204,21.6,22.6,22.6
1203.932399,21.60000001,22.60000001,22.60000001
1189.535602,21.79999997,22.79999997,22.79999997
1166.140802,21.50000002,22.50000002,22.50000002
1376.693993,21.00000002,22.00000002,22.00000002
1603.443602,20.8,21.8,21.8
1661.030793,20.9,21.9,21.9
1592.646007,20.9,21.9,21.9
1641.235198,21.09999999,22.09999999,22.09999999
1556.654,21.1,22.1,22.1
1502.665999,21.00000002,22.00000002,22.00000002
1481.070803,21.29999996,22.29999996,22.29999996
1454.076802,21.39999999,22.39999999,22.39999999
1686.225192,21.5,22.5,22.5
1567.451601,21.70000001,22.70000001,22.70000001
1590.846392,22.00000002,23.00000002,23.00000002
1508.064808,22.19999998,23.19999998,23.19999998
1437.880402,22.2,23.2,23.2
1520.662,22.3,23.3,23.3
1500.866396,22.4,23.4,23.4
1434.281209,22.4,23.4,23.4
1511.663995,22.59999999,23.59999999,23.59999999
1407.287203,22.6,23.6,23.6
1436.0808,22.79999999,23.79999999,23.79999999
1441.479602,22.60000001,23.60000001,23.60000001
1457.675998,22.69999999,23.69999999,23.69999999
1427.082801,22.89999999,23.89999999,23.89999999
1446.8784,22.8,23.8,23.8
1443.279198,22.9,23.9,23.9
1407.287205,22.9,23.9,23.9
1371.295202,22.9,23.9,23.9
1277.716003,23,24,24
1194.934401,22.9,23.9,23.9
1212.930404,22.90000004,23.90000004,23.90000004
1250.721996,23.29999996,24.29999996,24.29999996
1155.343203,22.60000002,23.60000002,23.60000002
1052.766,23,24,24
1079.759996,22.9,23.9,23.9
1013.174809,22.9,23.9,23.9
1014.9744,22.70000001,23.70000001,23.70000001
993.3792007,23.19999998,24.19999998,24.19999998
923.1947999,23.20000001,24.20000001,24.20000001
921.3952004,23.60000004,24.60000004,24.60000004
924.9943996,23.99999996,24.99999996,24.99999996
899.8000008,23.60000001,24.60000001,24.60000001
912.3972,23.8,24.8,24.8
896.2007987,24.50000009,25.50000009,25.50000009
876.4052027,25.79999983,26.79999983,26.79999983
924.9943967,25.60000001,26.60000001,26.60000001
910.5976005,25.20000001,26.20000001,26.20000001
896.2008005,25.69999998,26.69999998,26.69999998
910.5975976,25.10000006,26.10000006,26.10000006
887.2028024,25.69999994,26.69999994,26.69999994
881.8040002,25.6,26.6,26.6
880.0044,25.8,26.8,26.8
860.2087987,25.80000004,26.80000004,26.80000004
840.4132027,26.39999992,27.39999992,27.39999992
813.4192018,26.69999998,27.69999998,27.69999998
822.4171997,26.20000002,27.20000002,27.20000002
777.4272006,25.60000001,26.60000001,26.60000001
795.4232025,26.00000001,27.00000001,27.00000001
820.6175975,26.09999999,27.09999999,27.09999999
800.8220007,26.69999998,27.69999998,27.69999998
853.0104,26.5,27.5,27.5
800.8220017,27.29999996,28.29999996,28.29999996
826.0163966,26.70000008,27.70000008,27.70000008
817.0184006,26.89999999,27.89999999,27.89999999
827.8159996,27.69999997,28.69999997,28.69999997
822.4172008,26.99999999,27.99999999,27.99999999
845.8119975,26.70000002,27.70000002,27.70000002
820.6176025,26.89999998,27.89999998,27.89999998
806.2208005,27.59999998,28.59999998,28.59999998
822.4172,27.4,28.4,28.4
791.8240011,27.90000005,28.90000005,28.90000005
808.0203978,28.59999991,29.59999991,29.59999991
793.623601,28.30000002,29.30000002,29.30000002
800.8219998,28.2,29.2,29.2
822.4172,28.59999999,29.59999999,29.59999999
822.4171989,28.29999996,29.29999996,29.29999996
811.6196011,27.90000004,28.90000004,28.90000004
791.8240007,27.50000001,28.50000001,28.50000001
820.6176,27,28,28
775.6276043,27.69999995,28.69999995,28.69999995
840.4131913,26.90000011,27.90000011,27.90000011
851.2107993,26.20000005,27.20000005,27.20000005
887.2027988,25.80000001,26.80000001,26.80000001
811.6195996,25.20000003,26.20000003,26.20000003
799.0224,26.09999996,27.09999996,27.09999996
799.0224,25.70000004,26.70000004,26.70000004
826.0163991,23.60000007,24.60000007,24.60000007
822.4172,24.4,25.4,25.4
811.6196016,25.99999995,26.99999995,26.99999995
835.0143969,25.20000011,26.20000011,26.20000011
847.6115992,24.90000002,25.90000002,25.90000002
800.8220016,26.29999995,27.29999995,27.29999995
818.818,26.4,27.4,27.4
818.8179962,26.50000004,27.50000004,27.50000004
781.0264038,26.89999996,27.89999996,27.89999996
777.4272001,27.29999999,28.29999999,28.29999999
817.0184,27.2,28.2,28.2
808.0203982,27.10000002,28.10000002,28.10000002
781.0264036,27.39999996,28.39999996,28.39999996
799.0223988,27.59999999,28.59999999,28.59999999
784.6256005,26.90000002,27.90000002,27.90000002
826.0163986,26.60000002,27.60000002,27.60000002
782.8260056,27.19999997,28.19999997,28.19999997
838.6135944,26.90000003,27.90000003,27.90000003
854.8099995,26.20000002,27.20000002,27.20000002
820.6176,25.8,26.8,26.8
827.816,26.09999999,27.09999999,27.09999999
827.816,25.90000003,26.90000003,26.90000003
822.4172004,25.9,26.9,26.9
827.8159998,25.30000002,26.30000002,26.30000002
809.8199999,25.40000002,26.40000002,26.40000002
806.2208013,25.99999995,26.99999995,26.99999995
818.8179987,25.50000005,26.50000005,26.50000005
811.6196002,24.50000003,25.50000003,25.50000003
840.4132,25.2,26.2,26.2
822.4172016,25.20000004,26.20000004,26.20000004
845.8119969,25.79999992,26.79999992,26.79999992
890.801997,25.50000002,26.50000002,26.50000002
910.5975993,25.00000002,26.00000002,26.00000002
930.3932017,24.3,25.3,25.3
980.7820062,24.20000001,25.20000001,25.20000001
1041.968394,24.29999999,25.29999999,25.29999999
1068.962399,24.89999998,25.89999998,25.89999998
1027.5716,24.5,25.5,25.5
971.7839993,24.59999997,25.59999997,25.59999997
960.9864014,24.10000007,25.10000007,25.10000007
989.7799981,24.1,25.1,25.1
980.7820003,23.70000001,24.70000001,24.70000001
1095.956401,24.2,25.2,25.2
1115.751999,24.10000001,25.10000001,25.10000001
1108.553601,24.19999999,25.19999999,25.19999999
1191.335197,24.1,25.1,25.1
1198.5336,24.1,25.1,25.1
1230.926397,23.89999999,24.89999999,24.89999999
1185.936406,23.80000001,24.80000001,24.80000001
1104.954405,23.60000001,24.60000001,24.60000001
1034.770002,23.40000001,24.40000001,24.40000001
1025.771998,23.5,24.5,24.5
978.9823998,23.39999998,24.39999998,24.39999998
977.1828002,23.20000002,24.20000002,24.20000002
946.589601,22.90000001,23.90000001,23.90000001
933.9924,23,24,24
955.5876008,22.89999997,23.89999997,23.89999997
968.1847983,22.40000007,23.40000007,23.40000007
971.7839998,22.4,23.4,23.4
975.3831999,22.4,23.4,23.4
953.7880001,22.09999999,23.09999999,23.09999999
957.3872009,21.89999997,22.89999997,22.89999997
966.3851991,21.60000003,22.60000003,22.60000003
980.7819995,21.5,22.5,22.5
966.3852,21.2,22.2,22.2
941.1907976,20.79999996,21.79999996,21.79999996
905.1988048,20.20000008,21.20000008,21.20000008
924.9943987,20.10000001,21.10000001,21.10000001
910.5976005,20,21,21
903.3992002,19.99999999,20.99999999,20.99999999
908.7979989,19.79999998,20.79999998,20.79999998
898.0004011,19.60000002,20.60000002,20.60000002
896.2008001,19.5,20.5,20.5
941.1908,19.4,20.4,20.4
932.1928014,19.2,20.2,20.2
953.7879971,19.2,20.2,20.2
932.1928014,19.00000001,20.00000001,20.00000001
948.3891995,19.19999999,20.19999999,20.19999999
964.5855998,19.4,20.4,20.4
959.1868011,19.39999999,20.39999999,20.39999999
969.9843989,19.30000001,20.30000001,20.30000001
964.5856002,19.3,20.3,20.3
960.9864,19.2,20.2,20.2
964.5856017,19.10000003,20.10000003,20.10000003
989.7799966,19.49999995,20.49999995,20.49999995
984.3812004,19.89999997,20.89999997,20.89999997
1014.974399,19.9,20.9,20.9
980.7820001,19.90000002,20.90000002,20.90000002
984.3812005,20.39999997,21.39999997,21.39999997
989.7799995,20.10000003,21.10000003,21.10000003
984.3812002,20,21,21
984.3812,20,21,21
991.5795995,19.8,20.8,20.8
998.777999,19.8,20.8,20.8
993.3792004,19.8,20.8,20.8
996.9783999,19.9,20.9,20.9
996.9784,19.89999999,20.89999999,20.89999999
996.9783995,19.60000002,20.60000002,20.60000002
991.5796005,19.79999998,20.79999998,20.79999998
1023.972399,19.8,20.8,20.8
1011.3752,19.6,20.6,20.6
1016.774,19.6,20.6,20.6
1009.575601,19.6,20.6,20.6
1013.1748,19.50000001,20.50000001,20.50000001
1045.567599,19.4,20.4,20.4
1043.768,19.3,20.3,20.3
1047.367201,19.3,20.3,20.3
1052.765999,19.3,20.3,20.3
1036.569601,19.3,20.3,20.3
1050.9664,19.2,20.2,20.2
1049.1668,19.19999999,20.19999999,20.19999999
1054.565599,19.10000001,20.10000001,20.10000001
1059.9644,19.1,20.1,20.1
1065.3632,19.1,20.1,20.1
1054.5656,18.90000001,19.90000001,19.90000001
1061.764001,19.09999999,20.09999999,20.09999999
1068.962399,19.00000001,20.00000001,20.00000001
1061.764,18.9,19.9,19.9
1067.1628,18.8,19.8,19.8
1061.764,18.89999999,19.89999999,19.89999999
1058.1648,18.70000003,19.70000003,19.70000003
1068.962399,18.99999998,19.99999998,19.99999998
1049.166801,19,20,20
1070.761999,19.1,20.1,20.1
1054.565601,19.2,20.2,20.2
1059.964399,19.2,20.2,20.2
1056.3652,19.3,20.3,20.3
1059.9644,19.3,20.3,20.3
1072.5616,19.29999999,20.29999999,20.29999999
1079.759999,19.20000001,20.20000001,20.20000001
1081.5596,19.10000001,20.10000001,20.10000001
1090.5576,19.2,20.2,20.2
1081.5596,19.19999999,20.19999999,20.19999999
1079.760001,19.00000001,20.00000001,20.00000001
1086.958399,19.09999999,20.09999999,20.09999999
1085.1588,19,20,20
1088.758,19,20,20
1104.9544,18.90000001,19.90000001,19.90000001
1108.5536,18.99999999,19.99999999,19.99999999
1097.756001,18.80000001,19.80000001,19.80000001
1101.3552,18.9,19.9,19.9
1121.1508,18.8,19.8,19.8
1112.152797,18.8,19.8,19.8
1085.158803,18.8,19.8,19.8
1110.353199,18.9,19.9,19.9
1104.9544,18.8,19.8,19.8
1088.758002,18.80000001,19.80000001,19.80000001
1113.952397,18.89999999,19.89999999,19.89999999
1108.5536,18.9,19.9,19.9
1099.5556,18.8,19.8,19.8
1113.9524,18.9,19.9,19.9
1113.9524,19,20,20
1112.1528,19,20,20
1115.752,19,20,20
1133.748,18.8,19.8,19.8
1115.752,18.89999999,19.89999999,19.89999999
1119.3512,18.80000001,19.80000001,19.80000001
1139.146799,18.89999999,19.89999999,19.89999999
1122.950401,18.9,19.9,19.9
1124.75,18.80000001,19.80000001,19.80000001
1119.351201,18.99999998,19.99999998,19.99999998
1126.549599,18.80000002,19.80000002,19.80000002
1133.748,18.99999999,19.99999999,19.99999999
1135.5476,18.8,19.8,19.8
1130.1488,18.9,19.9,19.9
1126.5496,18.9,19.9,19.9
1146.345199,18.9,19.9,19.9
1128.349201,18.8,19.8,19.8
1101.3552,18.80000003,19.80000003,19.80000003
1095.956397,19.80000007,20.80000007,20.80000007
1068.962403,20.49999993,21.49999993,21.49999993
1065.3632,21.19999998,22.19999998,22.19999998
1016.774,21.4,22.4,22.4
1016.773998,21.5,22.5,22.5
980.7820048,21.5,22.5,22.5
950.1888021,21.5,22.5,22.5
951.9883999,21.5,22.5,22.5
899.7999998,21.6,22.6,22.6
892.6015987,21.49999999,22.49999999,22.49999999
880.0044013,21.40000001,22.40000001,22.40000001
860.2088007,21.4,22.4,22.4
867.4072,21.3,22.3,22.3
851.2107998,21.39999999,22.39999999,22.39999999
847.6116005,21.20000003,22.20000003,22.20000003
827.8160013,21.49999998,22.49999998,22.49999998
822.4172002,21.30000001,22.30000001,22.30000001
799.0224001,21.3,22.3,22.3
802.621598,21.3,22.3,22.3
782.826002,21.3,22.3,22.3
806.2207992,21.49999999,22.49999999,22.49999999
795.4232,21.5,22.5,22.5
782.8260006,21.30000001,22.30000001,22.30000001
791.8239988,21.39999999,22.39999999,22.39999999
775.6276011,21.49999999,22.49999999,22.49999999
